dataSet,ladder,smileLaugh,enjoyment,worry,sadness,depression,anger,income,household,television,computer,internetAccess,food,shelter,livingStandard,ticket,lawsuit,respect,learn,opportunity,time,emergency,gender,age,maritalStatus,residentialArea,education
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,7,2,2,2,2,2,1,NA,3,1,1,1,2,2,1,,,1,2,2,1,1,1,20,3,3,3
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,7,2,2,2,2,2,2,33000,4,1,1,1,2,2,1,,,1,1,1,1,1,2,20,3,4,2
2018spring,5,2,2,1,1,1,2,20000,1,2,1,1,2,2,2,,,1,1,1,2,1,2,32,2,3,3
2018spring,10,1,1,2,2,2,2,90000,6,1,1,1,2,2,2,,,1,1,2,1,1,2,20,3,4,3
2018spring,6,1,1,1,1,2,2,60000,2,1,1,1,2,2,1,,,1,1,1,1,1,2,21,3,3,3
2018spring,7,1,1,1,1,1,2,50000,5,1,1,1,2,2,1,,,1,1,2,2,1,2,18,3,4,3
2018spring,9,1,1,2,2,2,1,170000,4,1,1,1,2,2,1,,,1,1,1,1,1,1,19,3,3,3
2018spring,1,2,2,1,1,1,1,99000,5,1,1,1,1,2,2,,,2,1,2,2,1,2,18,3,3,3
2018spring,5,1,1,1,2,2,2,0,2,1,1,1,2,2,1,,,1,1,2,2,1,2,28,1,3,4
2018spring,9,1,1,1,2,2,1,175000,4,1,1,1,2,2,1,,,1,2,2,1,1,2,19,3,3,3
2018spring,4,1,1,1,2,2,2,30000,2,1,1,1,2,2,2,,,1,1,2,1,1,1,19,2,4,3
2018spring,8,1,1,2,2,2,2,10000,3,1,1,1,2,2,1,,,1,1,1,1,1,1,21,3,3,2
2018spring,9,1,1,1,2,2,2,30000,3,1,1,1,2,2,1,,,1,1,1,1,1,1,19,3,3,3
2018spring,7,1,2,1,1,1,2,10000,7,1,1,1,2,2,1,,,1,1,2,1,1,2,18,6,3,3
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,8,2,2,2,2,1,2,4.00E+05,4,1,1,1,2,2,1,,,1,2,2,1,1,2,18,3,3,3
2018spring,9,2,1,1,2,2,2,NA,,1,1,1,2,2,1,,,1,1,2,1,2,2,18+,3,3,4
2018spring,11,1,1,2,2,2,2,25000,2,1,1,1,2,2,2,,,1,1,1,1,1,2,49,6,4,3
2018spring,8,2,2,1,1,1,2,250000,3,1,1,1,2,2,1,,,1,1,1,1,1,2,19,3,2,3
2018spring,9,1,2,1,1,2,2,40000,5,1,1,1,2,2,1,,,1,1,2,2,1,2,20,3,3,2
2018spring,8,2,2,1,1,2,2,65000,4,1,1,1,2,2,1,,,1,1,2,1,1,2,21,3,3,3
2018spring,5,1,1,1,1,1,2,40000,4,1,1,1,2,2,1,,,1,1,1,1,1,1,19,3,3,3
2018spring,10,1,1,2,2,2,2,20000,1,1,1,1,2,2,2,,,1,1,1,1,1,1,27,3,3,4
2018spring,9,1,1,2,2,2,2,40000,4,1,1,1,1,2,1,,,1,1,1,1,1,1,19,2,3,3
2018spring,9,1,1,1,2,2,2,21000,1,2,1,1,2,2,1,,,1,1,1,1,1,1,29,3,3,4
2018spring,8,2,1,1,2,2,2,NA,4,1,1,1,2,2,1,,,1,1,1,1,1,1,18,3,3,3
2018spring,8,1,1,2,2,2,2,1.00E+05,10,1,2,1,2,2,1,,,1,2,2,1,1,2,20,6,3,3
2018spring,8,2,1,2,1,2,1,NA,8,1,1,1,2,2,1,,,1,1,1,1,1,1,19,3,4,3
2018spring,8,1,1,1,2,1,2,97000,5,1,1,1,2,2,1,,,1,1,1,1,1,1,19,2,4,3
2018spring,8,1,1,1,2,2,2,16000,1,1,1,1,2,2,1,,,1,1,1,1,1,1,29,3,3,4
2018spring,11,1,1,2,2,2,2,50000,3,1,1,1,2,2,1,,,1,1,1,1,1,1,19,3,4,3
2018spring,8,1,1,1,2,2,2,85000,4,1,1,1,2,2,1,,,1,1,1,1,1,1,22,3,3,4
2018spring,5,2,1,1,2,2,2,50000,3,1,1,1,2,2,2,,,1,1,1,1,1,1,21,3,3,3
2018spring,7,1,1,1,2,2,1,NA,3,1,1,1,2,2,1,,,1,1,1,1,2,2,21,3,3,3
2018spring,9,1,1,2,2,2,2,NA,4,1,1,1,2,2,1,,,1,2,2,1,1,2,21,3,3,3
2018spring,11,1,1,2,2,1,2,60000,3,1,1,1,2,2,1,,,1,1,1,1,2,1,21,3,3,3
2018spring,11,1,1,2,2,2,2,NA,4,1,1,1,2,1,1,,,1,1,1,1,2,1,23,2,3,3
2018spring,7,2,1,2,2,2,2,60000,3,1,1,1,2,2,2,,,1,1,1,1,1,1,22,3,4,4
2018spring,7,1,1,2,2,2,2,30000,6,1,1,1,2,2,1,,,1,2,1,1,1,2,19,3,3,3
2018spring,9,1,2,1,2,2,2,140000,4,1,1,1,2,2,1,,,1,1,2,1,1,1,23,3,3,4
2018spring,10,1,1,2,2,2,2,NA,9,1,1,1,2,2,1,,,1,2,1,1,1,1,21,3,2,3
2018spring,7,1,1,2,2,2,2,150000,3,1,1,1,2,2,1,,,1,1,1,1,1,2,19,3,4,3
2018spring,5,2,2,1,1,1,2,1.00E+05,3,1,1,1,2,2,1,,,1,1,2,2,1,1,19,3,4,3
2018spring,5,1,1,1,2,2,2,60000,5,1,1,1,2,2,2,,,1,2,2,1,1,2,19,3,4,3
2018spring,7,1,1,2,2,2,2,0,1,1,1,1,2,2,1,,,2,2,2,1,1,2,20,3,3,3
2018spring,9,1,2,2,2,2,2,75000,4,1,1,1,2,2,1,,,1,1,2,1,1,1,20,3,4,2
2018spring,9,1,1,1,2,2,2,3.00E+05,5,1,1,1,2,2,1,,,1,1,1,1,1,2,21,3,4,3
2018spring,8,1,1,1,1,2,2,NA,,1,1,1,2,2,1,,,1,2,1,1,1,2,20,3,3,3
2018spring,8,1,1,2,2,2,2,NA,5,1,1,1,2,2,1,,,1,1,1,1,1,1,20,3,4,3
2018spring,5,2,2,2,2,2,2,50000,6,1,1,1,2,2,1,,,1,2,2,1,1,1,19,3,3,3
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,8,1,1,2,2,2,2,120000,5,1,1,1,2,2,1,,,1,1,1,1,1,2,19,3,3,3
2018spring,7,1,1,1,1,2,1,80000,4,1,1,1,2,2,1,,,1,1,1,1,1,1,20,3,3,3
2018spring,9,1,1,2,2,2,2,NA,4,1,1,1,2,2,1,,,1,1,2,1,1,1,22,3,3,4
2018spring,6,1,2,1,1,2,1,10000,4,1,1,1,2,2,1,,,1,1,1,2,1,1,20,3,3,3
2018spring,6,1,2,1,2,2,2,90000,4,1,1,1,2,2,1,,,1,1,1,1,1,1,20,3,3,3
2018spring,9,1,1,1,2,2,2,NA,4,1,1,1,2,2,1,,,1,1,1,1,1,1,22,3,3,3
2018spring,8,1,1,1,2,2,2,150000,7,1,1,1,2,2,1,,,1,1,1,1,1,2,21,2,1,3
2018spring,7,1,1,1,2,2,2,80000,5,1,1,1,2,2,1,,,1,1,1,1,1,2,18,3,3,3
2018spring,7,1,1,2,2,2,2,NA,5,1,1,1,2,2,1,,,1,2,1,2,1,1,21,3,3,3
2018spring,7,2,2,2,2,2,2,1.00E+05,3,1,1,1,2,2,1,,,1,1,2,1,1,1,19,3,3,2
2018spring,5,1,1,1,2,2,2,86000,2,1,1,1,2,2,1,,,1,1,2,1,1,2,26,2,3,4
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,4,2,2,1,1,1,1,180000,5,1,1,1,2,2,1,,,1,1,2,2,1,2,18,3,4,3
2018spring,7,2,2,1,1,2,2,NA,4,1,1,1,2,2,1,,,1,1,1,2,1,2,20,3,3,3
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,7,1,1,1,2,2,2,50000,1,1,1,1,2,2,2,,,1,2,1,1,1,2,50,4,4,4
2018spring,8,1,1,1,1,1,2,80000,5,1,1,1,2,2,1,,,1,1,1,1,1,2,20,3,4,3
2018spring,10,2,2,2,2,2,2,60000,3,1,1,1,2,2,1,,,1,1,1,1,1,1,22,3,3,4
2018spring,9,2,2,2,2,2,2,60000,3,1,1,1,2,2,1,,,1,1,1,1,1,1,22,3,3,4
2018spring,9,2,2,1,1,1,1,NA,5,1,1,1,2,2,2,,,1,1,1,1,2,1,19,3,3,3
2018spring,8,2,1,2,2,2,2,130000,4,1,1,1,2,2,1,,,1,2,1,1,1,2,20,3,4,3
2018spring,9,1,1,2,2,2,2,75000,5,1,1,1,2,2,1,,,1,2,1,1,1,1,26,3,3,3
2018spring,9,1,1,1,1,1,2,70000,3,1,1,1,2,2,1,,,1,1,2,1,1,2,20,3,3,3
2018spring,8,1,1,2,2,2,2,186000,5,1,1,1,2,2,1,,,1,1,1,1,1,1,20,3,4,2
2018spring,8,2,2,1,1,1,2,40000,4,1,1,1,1,2,2,,,1,1,2,1,1,2,21,3,4,3
2018spring,6,1,1,1,1,1,2,90000,5,1,1,1,2,2,1,,,1,1,1,1,1,2,19,3,4,4
2018spring,7,2,2,1,2,2,2,180000,6,1,1,1,2,2,1,,,1,1,1,2,1,1,19,3,3,3
2018spring,5,1,1,2,2,2,2,1.00E+05,4,1,1,1,2,2,1,,,1,1,1,1,1,1,19,3,3,3
2018spring,11,1,1,2,2,2,2,NA,6,1,1,1,2,2,1,,,1,1,1,1,1,2,21,3,3,3
2018spring,9,1,1,2,2,2,2,NA,8,1,1,1,2,2,1,,,1,1,1,1,1,2,19,3,4,3
2018spring,10,1,1,2,2,2,2,70000,4,1,1,1,2,2,1,,,1,1,1,1,1,2,20,3,2,3
2018spring,8,1,1,1,2,2,2,40000,5,1,1,1,2,2,1,,,1,1,1,1,2,1,19,3,2,3
2018spring,8,2,2,1,2,1,2,0,3,2,1,1,2,2,2,,,1,1,1,1,1,1,29,3,3,4
2018spring,9,1,1,1,2,2,2,10500,2,1,1,1,2,2,1,,,1,1,1,2,1,2,25,3,3,4
2018spring,7,2,2,1,2,2,2,2.00E+05,4,1,1,1,2,1,1,,,1,1,2,2,1,2,18,3,4,3
2018spring,4,2,2,1,1,1,1,60000,3,1,1,1,1,2,2,,,1,1,2,2,1,2,22,3,3,3
2018spring,7,1,1,1,1,2,2,NA,8,1,1,1,2,2,1,,,1,1,1,1,1,2,20,3,3,3
2018spring,8,2,1,1,2,1,2,NA,3,1,1,1,2,2,1,,,1,1,2,2,1,1,25,3,3,4
2018spring,7,2,1,1,2,2,1,NA,3,1,1,1,2,2,1,,,1,1,2,1,1,1,22,6,3,4
2018spring,11,1,1,1,2,2,2,1.00E+05,4,1,1,1,2,2,1,,,1,1,2,1,1,1,22,3,4,3
2018spring,6,2,2,1,1,1,2,288000,5,1,1,1,2,2,1,,,1,2,2,1,1,1,21,3,3,3
2018spring,8,1,1,1,2,2,2,75000,5,1,1,1,2,2,2,,,1,1,1,1,1,2,20,3,3,3
2018spring,7,2,2,2,2,2,2,2.00E+05,4,1,1,1,2,2,1,,,1,1,1,2,1,2,19,3,4,3
2018spring,8,1,1,1,2,2,2,60000,4,1,1,1,2,2,2,,,1,2,1,1,1,1,21,3,4,3
2018spring,8,1,1,2,2,2,2,81000,6,1,1,1,1,2,1,,,1,1,1,1,1,1,19,3,3,3
2018spring,6,2,1,1,2,2,2,NA,3,1,1,1,2,2,1,,,1,1,1,1,1,1,19,3,4,2
2018spring,8,1,1,1,1,2,2,89000,4,1,1,1,2,2,1,,,2,1,1,1,1,2,19,3,3,3
2018spring,9,1,1,2,2,2,2,NA,4,1,1,1,2,2,1,,,1,2,2,1,1,1,19,3,3,2
2018spring,8,1,1,2,2,2,2,80000,3,1,1,1,2,1,1,,,1,1,1,1,1,2,20,3,3,3
2018spring,6,2,1,1,2,2,2,0,1,1,1,1,2,2,1,,,1,1,2,1,1,1,19,3,3,3
2018spring,9,1,1,1,2,2,2,60000,4,1,1,1,2,2,1,,,1,2,1,1,1,1,18,3,3,3
2018spring,6,2,2,1,2,2,1,105000,4,1,1,1,2,2,1,,,1,1,2,1,1,1,18,3,3,2
2018spring,8,2,2,1,1,2,2,NA,,1,1,1,2,2,1,,,1,2,2,1,1,2,21,3,3,3
2018spring,9,1,1,2,2,2,2,60000,5,2,1,2,1,2,1,,,1,1,2,2,1,1,25,3,3,4
2018spring,9,1,1,1,1,1,2,150000,4,1,1,1,2,2,1,,,1,1,1,1,1,1,18,3,3,2
2018spring,9,1,1,1,2,2,2,110000,4,1,1,1,2,2,1,,,1,1,1,1,1,1,19,3,4,2
2018spring,10,1,1,2,2,2,2,2.00E+05,3,1,1,1,2,2,1,,,1,1,1,1,1,1,19,2,4,3
2018spring,9,1,1,1,1,2,1,35000,1,2,1,1,2,2,1,,,1,1,2,1,1,1,21,3,3,4
2018spring,8,1,1,1,1,1,1,25000,3,1,1,1,2,2,1,,,1,1,1,1,2,2,18,3,3,2
2018spring,6,1,1,1,1,2,1,120000,1,2,1,1,1,2,2,,,1,1,1,1,1,1,30,6,3,3
2018spring,9,1,1,1,2,2,2,NA,4,1,1,1,2,2,1,,,1,1,1,1,1,1,19,3,4,3
2018spring,10,1,1,2,2,2,2,2.00E+05,4,1,1,1,2,2,1,,,1,1,2,1,1,2,20,2,3,2
2018spring,9,1,1,2,2,2,2,25000,5,1,1,1,2,2,1,,,1,1,1,1,1,1,21,3,1,3
2018spring,5,2,2,2,1,1,2,NA,4,1,1,1,2,2,1,,,1,1,2,1,1,2,20,3,4,3
2018spring,9,1,1,2,2,2,2,98000,2,1,1,1,2,2,1,,,1,1,1,1,1,2,36,1,3,4
2018spring,6,1,1,2,2,1,2,1.00E+06,4,1,1,1,2,2,1,,,1,1,1,2,2,2,23,3,3,3
2018spring,9,1,1,1,2,2,2,50000,3,1,1,1,2,2,1,,,1,1,2,1,1,1,20,6,3,3
2018spring,10,1,1,2,2,2,2,1.00E+05,6,1,1,1,2,2,1,,,1,1,1,1,1,1,22,3,3,4
2018spring,9,1,1,2,2,2,2,30000,3,1,1,1,2,2,1,,,1,1,2,2,1,2,20,3,3,3
2018spring,5,1,1,2,2,2,2,28400,3,1,1,1,2,2,2,,,1,2,2,1,1,2,21,3,3,3
2018spring,7,2,2,1,1,2,2,NA,5,1,1,1,2,2,1,,,1,1,2,1,1,2,19,3,4,3
2018spring,8,1,2,1,2,2,2,NA,5,1,1,1,2,2,1,,,1,1,1,1,1,2,19,3,4,2
2018spring,6,2,1,2,2,2,2,1.00E+05,4,1,1,1,2,2,1,,,2,1,1,2,1,1,32,3,4,4
2018spring,7,1,1,2,2,2,2,NA,5,1,1,1,2,2,1,,,1,1,1,1,1,1,22,3,4,2
2018spring,5,1,1,1,1,1,2,NA,4,1,1,1,2,2,1,,,1,2,2,2,1,2,18,3,3,3
2018spring,11,1,1,1,2,2,2,80000,3,1,1,1,1,1,1,,,1,1,1,1,2,2,20,3,4,2
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,8,1,1,1,1,2,2,120000,3,1,1,1,2,2,1,,,1,1,2,2,1,1,39,1,3,4
2018spring,8,1,1,1,1,1,1,5.00E+05,4,1,1,1,2,2,2,,,1,1,1,1,1,2,20,3,4,4
2018spring,8,1,1,2,2,2,2,60000,6,1,1,1,2,2,1,,,1,2,1,2,1,2,21,3,4,3
2018spring,10,1,1,2,2,2,2,80000,5,1,1,1,2,2,1,,,1,1,2,1,1,2,19,3,4,3
2018spring,7,1,1,1,2,2,2,1.00E+05,4,1,1,1,2,2,1,,,1,1,2,2,1,1,18,3,4,3
2018spring,9,1,1,2,2,2,2,1.00E+05,5,1,1,1,2,2,1,,,1,1,1,1,1,2,19,3,4,3
2018spring,5,1,1,1,1,1,1,1200,5,1,1,1,2,2,2,,,2,1,1,1,1,2,20,3,3,3
2018spring,8,1,1,1,2,2,2,110000,8,2,1,1,2,2,1,,,1,1,2,1,1,2,18,3,4,3
2018spring,9,1,1,2,2,2,2,110000,3,1,1,1,2,2,2,,,1,1,1,2,1,2,18,3,4,2
2018spring,6,1,2,1,2,1,2,2.00E+06,4,1,1,1,2,2,1,,,1,1,1,1,1,1,25,3,3,4
2018spring,8,2,2,1,1,2,2,30000,4,1,1,1,2,2,1,,,1,1,2,1,1,1,25,3,3,3
2018spring,3,2,2,1,2,2,1,NA,7,1,1,1,1,2,1,,,2,1,2,1,1,2,18,3,3,3
2018spring,7,2,2,2,1,1,1,NA,,1,1,1,2,1,1,,,1,1,1,1,1,2,23,3,3,3
2018spring,8,1,1,1,2,2,2,NA,5,1,1,1,2,2,1,,,1,1,1,2,1,1,18,3,4,3
2018spring,9,1,1,1,2,2,2,25000,3,1,1,1,2,2,1,,,1,1,1,1,1,2,23,3,3,3
2018spring,8,2,2,2,2,2,2,130000,4,1,2,1,2,2,1,,,1,1,2,1,1,1,25,3,3,3
2018spring,8,1,2,1,2,2,2,20000,3,1,1,1,2,2,1,,,1,1,2,1,2,1,21,3,3,3
2018spring,8,1,1,2,1,2,1,33000,3,1,1,1,2,2,1,,,1,1,1,1,1,2,27,1,3,3
2018spring,9,1,1,2,2,2,2,65000,4,1,1,1,2,2,1,,,1,1,1,2,1,1,23,2,4,4
2018spring,7,2,2,1,1,2,2,1.00E+05,3,1,1,1,2,2,1,,,1,1,2,1,1,1,20,3,3,2
2018spring,9,1,1,2,2,2,2,1.00E+05,4,1,1,1,2,2,1,,,1,1,1,1,1,1,20,3,3,3
2018spring,4,1,1,1,2,1,2,NA,4,1,1,1,1,2,1,,,1,1,1,2,2,1,18,NA,3,3
2018spring,8,1,2,1,2,1,2,NA,4,1,1,1,1,2,2,,,1,1,2,1,1,1,20,3,4,3
2018spring,7,1,2,1,2,1,2,20000,1,1,1,1,2,2,1,,,1,1,1,1,1,1,22,3,3,3
2018spring,4,2,2,1,2,2,2,130000,4,1,1,1,2,2,1,,,1,1,2,2,1,1,19,3,3,2
2018spring,2,2,2,1,1,1,2,NA,,2,1,1,2,2,1,,,1,1,1,1,1,1,,3,3,4
2018spring,8,1,1,2,2,2,2,NA,5,1,1,1,2,2,1,,,1,2,2,1,1,1,24,3,3,4
2018spring,6,1,1,2,2,2,2,NA,4,1,1,1,2,2,1,,,1,1,1,1,1,2,24,3,1,4
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,6,1,1,1,1,1,2,1.00E+05,6,1,1,1,1,2,1,,,1,2,1,1,1,2,20,3,3,3
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,7,1,1,1,2,2,2,42000,3,1,1,1,1,2,1,,,1,1,1,2,1,2,21,3,3,3
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,7,2,2,1,1,1,1,2.00E+05,6,1,1,1,2,2,1,,,1,1,2,1,1,1,19,3,4,3
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,4,1,1,1,2,2,1,30000,6,1,1,1,2,2,1,,,2,1,2,1,1,2,21,3,3,3
2018spring,8,1,1,1,2,2,2,80000,4,1,1,1,2,2,1,,,1,1,2,1,1,2,18,3,3,3
2018spring,6,1,1,1,2,2,2,62500,4,1,1,1,1,2,1,,,1,1,1,1,1,1,19,3,3,3
2018spring,8,1,1,1,2,2,2,1000,4,1,1,1,2,2,1,,,1,2,1,1,1,2,20,3,3,2
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,5,2,2,2,1,2,1,60000,5,1,2,1,2,2,1,,,1,2,2,1,1,1,18,3,1,2
2018spring,7,1,1,2,2,2,2,2.00E+05,3,1,1,1,2,2,1,,,1,2,1,1,1,2,19,3,3,3
2018spring,7,2,2,1,1,2,2,0,1,1,1,1,2,2,1,,,1,1,2,2,1,2,19,3,3,3
2018spring,8,1,1,1,2,2,2,35000,1,1,1,1,2,2,2,,,1,1,2,2,1,2,40,2,3,4
2018spring,7,2,2,1,2,1,2,1.00E+05,5,1,1,1,2,2,2,,,1,1,2,1,1,2,22,3,3,2
2018spring,9,1,1,1,2,2,2,10000,2,1,1,1,2,2,1,,,1,1,2,2,1,1,23,3,3,3
2018spring,8,1,1,2,2,2,2,30000,6,1,1,1,2,2,1,,,1,2,1,1,1,2,21,3,4,2
2018spring,8,1,2,1,2,2,2,30000,4,1,1,1,2,2,2,,,1,2,1,1,1,1,23,3,3,4
2018spring,7,1,1,2,2,2,2,0,3,1,1,1,2,2,1,,,1,1,1,1,1,1,23,3,3,2
2018spring,11,1,2,2,2,2,2,180000,6,1,1,1,NA,2,1,,,1,1,2,1,1,1,22,3,3,3
2018spring,7,1,1,1,2,2,2,20000,3,2,1,1,2,2,1,,,1,1,1,1,2,2,21,3,3,3
2018spring,9,1,1,2,2,2,2,120000,4,1,1,1,2,2,1,,,1,1,1,1,1,2,20,3,3,3
2018spring,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,,NA,NA,NA
2018spring,7,1,1,1,2,2,2,70000,5,1,1,1,1,2,1,,,1,1,1,1,1,2,18,2,4,2
2018spring,9,1,2,1,2,2,2,10000,3,1,1,1,2,2,1,,,1,1,1,2,1,1,20,3,1,3
2018spring,7,1,2,1,2,2,1,30000,1,1,1,1,2,2,1,,,1,1,2,2,1,2,22,3,3,2
2018spring,6,1,1,2,2,2,2,NA,5 members,1,1,1,1,2,1,,,1,1,1,1,1,1,19,3,4,3
2018spring,6,1,1,1,2,2,2,40000,2,1,1,1,2,2,2,,,1,2,1,1,1,1,23,3,3,3
2018spring,9,1,1,1,1,2,1,80000,5,1,1,1,2,2,1,,,1,1,1,1,1,1,24,3,3,3
2018spring,5,1,1,1,2,2,2,120000,4,1,1,1,2,2,1,,,1,1,2,1,1,1,20,3,3,3
2018spring,9,1,1,2,2,2,2,NA,5,1,1,1,2,2,2,,,1,1,1,1,1,2,19,6,4,3
2018spring,8,2,2,1,2,2,2,10000,5,1,1,1,2,2,1,,,1,1,2,1,1,1,19,3,3,3
2018spring,8,1,1,2,2,2,2,120000,5,1,1,1,2,2,1,,,1,1,1,1,1,1,19,3,3,3
2018spring,11,1,1,1,1,1,1,40000,3,1,1,1,2,2,1,,,1,1,1,1,1,1,20,3,4,3
2018spring,7,2,2,1,2,2,2,60000,7,1,1,1,2,2,1,,,1,1,1,1,1,1,19,3,3,3
2018spring,2,2,1,2,1,1,1,40000,3,1,1,1,1,2,2,,,2,1,2,1,1,2,20,2,1,2
2018spring,4,2,2,1,2,2,2,7000,2,1,1,1,2,2,2,,,1,1,2,2,1,1,30,1,3,3
2018spring,7,1,1,1,1,2,2,120000,2,1,1,1,2,2,1,,,1,1,1,2,1,1,23,2,3,3
2018spring,5,2,2,1,1,1,1,35000,7,1,1,1,2,2,2,,,1,1,2,2,1,1,20,2,3,3
2018spring,8,1,1,2,2,2,2,50000,4,1,1,1,2,2,1,,,1,2,2,1,1,1,19,3,3,3
2018spring,7,1,1,1,2,2,2,260000,4,1,1,1,2,2,1,,,1,1,2,1,1,2,19,3,4,3
2018spring,5,1,1,1,2,2,1,4.00E+05,4,1,1,1,2,2,1,,,1,1,2,1,1,2,18,3,3,3
2018spring,5,1,1,2,2,1,2,NA,,1,1,1,1,2,1,,,1,2,2,1,2,2,,3,3,3
2019replication,8,1,1,1,1,1,1,50000,4,1,1,1,1,1,1,67,70,1,1,1,1,1,2,19,1,1,1
2019replication,9,2,2,1,1,2,2,1.00E+05,6,1,1,1,2,2,1,100,100,1,1,2,1,1,2,20,,3,3
2019replication,6,1,1,1,2,2,1,650000,4,1,1,1,2,2,1,100,100,1,1,1,1,1,1,19,3,3,3
2019replication,8,2,2,1,2,2,1,NA,3,1,1,1,2,2,1,90,71,1,1,1,1,1,1,19,3,3,3
2019replication,6,1,1,1,2,2,2,50000,5,1,1,1,2,2,1,81,32,1,1,1,1,1,2,20,3,4,3
2019replication,8,1,1,1,2,2,2,5.00E+08,5,1,1,1,2,2,1,100,100,1,1,1,1,1,1,22,3,3,3
2019replication,5,2,2,1,1,2,1,NA,5,1,2,1,1,2,1,27,6,1,1,1,1,1,1,18,2,3,3
2019replication,6,1,1,1,1,2,1,90000,8,1,1,1,2,2,1,100,39,1,1,1,1,1,1,21,2,3,3
2019replication,6,1,1,2,2,1,2,50000,6,1,1,1,2,2,2,70,32,1,1,2,2,1,1,19,3,4,3
2019replication,6,2,2,1,2,2,2,120000,4,1,1,1,2,2,1,100,100,1,1,1,2,1,1,18,3,4,3
2019replication,7,1,1,1,2,2,1,1.00E+05,4,1,1,1,2,2,1,100,80,2,1,1,1,1,1,20,3,4,3
2019replication,8,1,1,2,2,2,2,NA,4,1,1,1,2,2,1,100,95,1,1,2,1,1,1,20,3,4,3
2019replication,5,2,2,1,1,2,2,90000,4,1,1,1,2,2,1,60,30,1,1,2,2,1,1,20,3,4,2
